Index,Target,Type,Alcohol,Density,Nitrogen,pH,Sugar,A,B,C,D,Di,E,H,S,U,V
4138,4,white_wine,7.70,1.02,11.94,3.30,8.76,25.50,3.43,4.05,41.80,47.02,1.72,3.35,5.99,8.90,0.20
4139,5,white_wine,8.25,1.01,3.42,3.83,1.44,22.10,0.26,3.60,15.40,37.59,1.67,1.98,5.69,2.95,0.13
4140,4,red_wine,8.30,1.02,13.89,3.75,2.77,26.50,1.58,6.45,33.00,45.27,1.19,4.15,8.61,2.25,0.20
4141,4,red_wine,8.50,1.02,3.79,3.64,2.68,25.70,6.86,2.10,2.20,12.05,1.13,4.77,5.55,0.45,0.16
4142,5,white_wine,8.70,1.02,6.80,3.40,4.01,24.50,1.45,6.90,89.10,100.06,1.61,1.98,5.55,9.05,0.24
4143,3,white_wine,8.15,1.01,5.57,3.45,1.54,22.30,1.58,3.75,36.30,42.89,1.14,1.80,3.21,6.10,0.03
4144,3,red_wine,8.65,1.03,2.15,3.12,4.39,41.10,7.46,7.35,9.90,22.22,1.30,5.33,7.59,0.85,0.43
4145,4,white_wine,8.50,1.01,0.69,3.65,2.21,21.90,0.66,4.20,20.90,39.86,0.06,2.54,6.13,3.60,0.13
4146,5,white_wine,9.45,1.01,2.74,3.36,1.73,23.50,5.28,4.80,23.10,38.65,1.21,0.74,4.53,5.75,0.10
4147,5,white_wine,8.90,1.01,2.72,3.57,2.77,22.50,3.96,6.30,36.30,55.90,1.72,1.80,5.40,5.55,0.07
4148,4,white_wine,9.30,1.01,3.72,3.98,10.95,17.70,3.04,0.30,20.90,34.32,1.81,1.67,3.21,5.40,0.26
4149,3,red_wine,8.40,1.02,1.09,3.64,2.58,22.30,3.17,3.75,24.20,35.80,1.08,3.84,10.95,2.60,0.08
4150,3,red_wine,7.60,1.02,8.95,3.52,1.92,25.10,4.49,4.65,15.40,22.58,0.90,4.40,6.13,1.80,0.05
4151,4,white_wine,8.05,1.02,6.50,3.19,6.67,22.90,1.58,2.25,27.50,41.66,1.10,2.29,5.26,5.35,0.03
4152,3,white_wine,7.60,1.02,7.93,3.22,1.44,21.50,4.88,6.30,66.00,69.75,1.25,2.60,2.63,9.55,0.05
4153,4,white_wine,8.90,1.01,3.65,3.52,1.73,24.10,2.77,5.25,45.10,57.77,0.73,1.67,5.84,5.15,0.18
4154,4,white_wine,8.50,1.02,2.43,3.36,6.77,23.30,1.06,3.15,46.20,49.75,1.89,2.85,4.38,7.55,0.24
4155,3,white_wine,8.10,1.02,3.71,3.07,9.76,29.70,4.49,7.20,4.40,10.71,1.53,1.55,1.02,5.20,0.01
4156,5,white_wine,9.40,1.01,9.25,3.48,4.77,23.70,3.70,3.60,25.30,38.19,1.26,1.86,1.75,5.90,0.19
4157,5,red_wine,8.45,1.02,10.23,3.51,3.63,33.70,3.30,7.35,58.30,71.51,1.75,5.21,7.88,3.70,0.20
4158,4,white_wine,8.30,1.02,2.00,3.51,6.67,22.30,3.96,3.00,26.40,45.93,0.94,1.49,6.86,6.55,0.10
4159,4,white_wine,9.05,1.02,7.79,3.97,9.90,22.70,3.04,4.50,52.80,58.33,1.15,2.29,4.82,10.30,0.06
4160,4,red_wine,7.85,1.02,2.00,3.69,2.30,23.90,4.36,4.65,22.00,35.10,1.25,4.34,4.82,2.25,0.13
4161,4,white_wine,7.45,1.02,5.83,3.33,11.61,24.30,4.75,9.30,56.10,65.49,1.17,2.17,3.50,7.30,0.10
4162,4,white_wine,7.60,1.02,4.18,3.21,12.94,24.90,2.24,5.40,57.20,61.19,1.34,3.60,3.80,8.60,0.19
4163,4,red_wine,7.60,1.02,6.75,3.58,2.21,24.50,7.26,0.00,14.30,25.22,1.30,5.46,5.26,1.60,0.01
4164,4,white_wine,7.90,1.02,4.22,3.36,4.77,23.70,2.51,3.60,38.50,51.83,1.44,5.52,3.94,6.05,0.04
4165,3,white_wine,8.95,1.01,4.31,3.72,1.35,21.70,1.58,5.10,42.90,47.96,1.43,1.61,2.92,4.00,0.05
4166,3,white_wine,7.70,1.02,0.16,3.29,13.13,23.50,5.54,9.45,88.00,97.52,1.08,4.28,3.21,11.60,0.15
4167,3,white_wine,8.65,1.01,5.10,3.58,1.73,23.70,1.32,6.90,39.60,46.52,2.27,3.41,3.36,7.70,0.05
4168,4,red_wine,8.70,1.02,5.70,3.38,3.44,32.30,4.88,10.95,5.50,14.31,1.33,3.53,6.42,0.80,0.19
4169,3,red_wine,7.75,1.02,5.27,3.76,2.11,23.70,7.00,3.00,11.00,23.34,0.80,4.22,5.26,2.95,0.15
4170,5,red_wine,8.35,1.02,6.88,3.52,2.40,32.10,2.90,8.70,6.60,19.02,1.77,2.79,9.64,0.65,0.17
4171,5,white_wine,8.45,1.01,6.92,3.38,2.02,23.70,1.98,4.50,19.80,35.50,1.65,2.11,3.50,4.45,0.13
4172,6,white_wine,8.35,1.01,7.93,3.69,2.02,23.70,2.38,6.30,44.00,64.66,1.52,2.48,3.80,5.80,0.22
4173,4,white_wine,8.35,1.02,13.41,3.59,7.43,21.90,2.24,3.60,22.00,35.86,1.38,2.17,5.26,5.35,0.03
4174,4,white_wine,8.10,1.02,6.77,3.29,14.55,27.10,3.17,5.40,50.60,56.40,1.15,1.98,1.31,9.20,0.25
4175,4,white_wine,8.30,1.02,4.87,3.25,11.99,23.90,2.77,3.75,30.80,40.71,1.42,1.92,6.28,6.50,0.05
4176,4,white_wine,9.35,1.01,5.94,3.53,2.40,22.10,2.90,4.95,33.00,46.09,1.23,2.05,2.92,6.05,0.23
4177,3,red_wine,8.00,1.02,11.96,3.36,2.77,29.70,4.88,5.70,36.30,50.75,1.85,4.46,5.26,3.00,0.37
4178,6,white_wine,8.00,1.02,12.81,3.40,10.19,24.10,0.53,4.35,44.00,53.87,1.87,1.86,2.34,4.60,0.09
4179,4,red_wine,7.80,1.02,3.97,3.91,3.25,23.90,6.07,0.60,6.60,25.84,1.34,4.22,10.07,1.05,0.19
4180,4,white_wine,8.35,1.02,2.82,3.68,2.96,23.50,4.09,4.65,28.60,38.22,0.94,2.79,5.11,9.80,0.09
4181,3,white_wine,8.80,1.01,2.24,3.41,2.49,24.10,2.90,4.20,22.00,42.85,1.48,2.05,5.11,8.55,0.05
4182,5,white_wine,8.85,1.01,5.47,3.14,7.29,24.90,2.24,4.20,14.30,23.81,1.38,1.18,2.19,3.60,0.10
4183,4,red_wine,7.75,1.02,2.77,3.33,3.82,32.90,2.38,6.60,5.50,10.73,1.07,3.84,8.76,0.65,0.31
4184,4,white_wine,8.75,1.01,5.88,3.50,1.73,21.70,1.19,4.50,59.40,67.62,2.12,1.74,2.34,6.20,0.19
4185,3,white_wine,7.70,1.02,3.74,3.36,4.67,25.30,1.58,3.90,39.60,52.33,1.39,4.77,2.92,6.35,0.17
4186,3,white_wine,7.70,1.02,9.67,3.17,1.92,24.30,1.72,10.80,70.40,90.54,0.92,9.80,4.23,5.70,0.05
4187,5,red_wine,9.40,1.02,21.61,3.48,2.49,27.90,3.96,6.00,12.10,22.97,1.76,3.66,7.74,1.10,0.05
4188,3,red_wine,8.35,1.02,6.18,3.55,5.72,24.10,5.41,7.35,27.50,37.28,1.61,3.16,7.88,5.75,0.15
4189,4,white_wine,8.00,1.01,6.67,3.19,1.82,22.70,2.38,7.35,36.30,38.17,1.52,2.67,5.69,6.40,0.03
4190,2,white_wine,8.10,1.02,2.00,3.27,9.90,29.70,2.24,11.10,38.50,48.36,1.44,2.91,3.07,10.95,0.11
4191,3,red_wine,7.85,1.02,8.81,3.47,2.40,25.50,11.68,1.50,11.00,16.51,1.03,6.39,4.09,0.80,0.11
4192,5,red_wine,8.50,1.02,5.82,3.41,2.87,35.70,2.90,11.10,8.80,22.59,1.71,5.33,8.03,1.10,0.23
4193,2,white_wine,7.55,1.02,4.80,3.58,9.61,23.70,7.39,1.20,27.50,39.09,1.08,3.29,3.50,6.80,0.13
4194,4,white_wine,7.95,1.02,3.21,3.16,11.23,23.30,1.98,3.00,48.40,64.45,1.25,2.17,4.23,6.25,0.05
4195,5,white_wine,8.15,1.02,2.07,3.24,8.47,26.50,1.32,4.20,44.00,44.30,1.20,1.61,2.19,6.70,0.12
4196,4,red_wine,8.30,1.02,9.80,3.45,2.30,33.90,3.96,7.65,6.60,8.04,1.88,6.94,7.88,0.70,0.15
4197,3,white_wine,7.90,1.02,1.01,3.42,9.24,25.30,0.66,5.10,42.90,59.39,1.23,3.29,2.48,6.00,0.21
4198,3,red_wine,7.70,1.02,13.08,3.50,2.40,26.30,6.53,3.30,12.10,27.86,0.76,4.22,4.23,2.95,0.09
4199,3,white_wine,7.70,1.02,1.01,3.43,8.86,23.50,5.15,5.10,33.00,50.60,0.94,2.11,5.55,8.30,0.10
4200,5,white_wine,8.55,1.01,5.27,3.35,2.11,25.70,2.90,6.00,24.20,33.10,1.21,1.18,2.48,5.80,0.17
4201,5,white_wine,9.00,1.01,15.13,3.25,2.11,25.30,3.04,3.60,41.80,56.05,1.59,1.74,3.21,7.20,0.06
4202,3,red_wine,8.35,1.02,5.48,3.66,2.21,24.10,6.60,1.80,36.30,48.99,1.61,5.08,3.80,5.90,0.37
4203,3,red_wine,8.00,1.02,6.10,3.38,1.63,24.30,7.13,0.90,4.40,17.54,1.35,3.78,3.80,0.30,0.31
4204,4,white_wine,7.95,1.02,2.79,3.55,7.14,20.70,6.67,1.05,36.30,43.06,0.61,2.17,5.11,6.95,0.11
4205,6,white_wine,8.60,1.01,2.33,3.81,1.63,20.70,2.11,4.95,26.40,44.49,1.47,1.49,2.34,4.55,0.24
4206,3,red_wine,7.85,1.02,7.57,3.49,2.21,28.70,4.62,6.60,8.80,19.12,0.85,4.71,4.82,0.80,0.18
4207,3,white_wine,7.65,1.02,2.44,3.35,13.99,23.50,2.77,6.75,31.90,47.09,1.04,2.79,5.11,8.75,0.15
4208,4,white_wine,8.15,1.02,11.54,3.50,9.71,22.90,3.30,3.60,30.80,42.76,0.76,1.98,3.65,5.15,0.15
4209,5,white_wine,9.20,1.01,5.13,3.46,2.11,24.30,2.64,6.60,34.10,34.06,1.87,1.43,3.80,5.05,0.23
4210,3,white_wine,8.10,1.02,6.59,3.89,5.15,20.10,2.11,2.85,17.60,30.64,1.35,2.11,5.11,4.75,0.04
4211,4,red_wine,9.10,1.02,1.95,3.33,3.06,28.90,3.30,8.85,8.80,15.86,1.79,4.34,4.67,1.20,0.20
4212,4,white_wine,7.70,1.02,2.88,3.23,16.50,24.90,1.58,5.55,46.20,48.65,1.39,2.42,2.92,9.20,0.17
4213,3,white_wine,8.50,1.01,8.75,3.66,1.92,23.90,1.45,4.95,68.20,80.16,0.71,2.11,4.38,7.15,0.02
4214,6,white_wine,8.70,1.01,8.28,3.18,1.44,26.10,0.66,3.75,15.40,16.90,1.26,1.49,2.48,4.00,0.05
4215,3,white_wine,8.35,1.01,3.43,3.37,1.92,25.90,1.58,7.35,15.40,32.57,1.14,2.73,3.65,6.90,0.08
4216,3,white_wine,7.60,1.02,8.06,3.38,7.53,22.90,2.90,2.40,59.40,65.22,1.15,2.54,3.94,9.25,0.05
4217,3,white_wine,8.20,1.02,4.74,3.36,6.10,22.90,2.64,3.45,53.90,64.71,1.27,2.60,4.38,7.80,0.18
4218,4,white_wine,9.35,1.01,2.33,3.16,8.29,,3.70,4.20,30.80,37.33,1.58,1.55,2.48,3.75,0.04
4219,3,white_wine,7.70,1.02,5.79,3.27,17.64,23.30,2.38,3.30,24.20,31.75,1.46,2.54,4.09,6.65,0.02
4220,3,white_wine,8.00,1.02,3.40,3.63,12.46,24.50,1.98,4.95,53.90,62.67,1.24,2.48,2.63,8.85,0.23
4221,3,red_wine,8.40,1.02,5.49,3.47,2.40,29.90,3.56,8.25,4.40,16.98,1.69,3.29,8.32,0.40,0.32
4222,3,white_wine,7.85,1.02,6.33,3.27,15.22,24.90,3.30,3.90,72.60,87.79,1.67,2.48,6.72,10.20,0.13
4223,3,red_wine,7.85,1.02,6.57,3.62,2.40,25.30,4.62,4.35,19.80,32.35,1.52,4.09,6.13,3.00,0.06
4224,4,red_wine,7.75,1.02,1.25,3.48,2.77,27.50,6.07,3.90,6.60,19.95,1.25,5.46,5.55,1.25,0.00
4225,4,white_wine,9.30,1.01,3.55,3.21,1.16,27.90,2.51,4.20,30.80,46.85,1.51,0.93,1.90,6.10,0.17
4226,3,white_wine,8.45,1.02,3.00,3.44,12.89,23.10,4.62,2.70,26.40,39.04,1.38,1.43,4.23,6.25,0.11
4227,4,red_wine,9.35,1.02,6.31,3.68,2.77,22.30,6.60,3.45,16.50,29.19,1.26,2.17,6.28,3.20,0.31
4228,4,white_wine,8.85,1.01,9.00,3.40,3.72,26.50,1.58,7.35,14.30,27.95,1.02,2.98,1.90,5.10,0.12
4229,5,white_wine,8.25,1.02,4.30,3.69,10.66,24.10,2.38,3.90,39.60,51.24,1.68,1.86,5.26,8.90,0.21
4230,3,white_wine,7.80,1.02,2.71,3.30,13.04,23.70,2.77,7.50,51.70,60.82,1.39,2.73,3.36,9.40,0.00
4231,3,white_wine,7.70,1.02,7.15,3.30,10.47,22.70,1.58,2.70,61.60,84.12,1.34,2.23,4.67,7.65,0.21
4232,4,white_wine,8.30,1.01,3.67,3.58,1.82,21.70,1.85,3.75,22.00,36.87,1.06,0.93,5.26,5.15,0.16
4233,5,white_wine,8.75,1.01,1.67,3.13,1.54,28.50,2.24,5.10,33.00,40.85,1.03,1.05,2.19,4.35,0.02
4234,5,white_wine,9.10,1.01,7.32,3.39,7.43,23.70,4.09,5.10,40.70,44.89,1.47,0.68,3.21,6.35,0.03
4235,4,white_wine,9.15,1.01,15.95,3.47,8.09,22.70,2.64,5.10,47.30,55.16,1.00,1.80,1.02,6.15,0.18
4236,4,white_wine,9.75,1.01,3.66,3.35,1.92,22.50,2.90,4.20,29.70,43.83,1.50,1.67,2.77,5.00,0.20
4237,3,white_wine,8.50,1.02,1.79,3.27,7.38,25.90,2.77,4.65,39.60,47.36,2.01,1.55,1.31,7.40,0.24
4238,3,white_wine,8.50,1.02,8.31,3.45,6.19,24.10,1.58,4.50,33.00,44.68,1.09,1.74,4.23,5.70,0.08
4239,2,white_wine,8.25,1.02,4.32,3.33,2.49,28.90,2.77,8.25,17.60,29.19,1.31,2.54,6.86,5.65,0.05
4240,4,red_wine,8.20,1.02,6.50,3.41,2.30,27.30,5.94,3.30,6.60,11.85,1.14,5.64,4.96,1.05,0.14
4241,4,white_wine,8.65,1.01,4.79,3.32,2.11,24.70,1.98,5.55,64.90,75.65,1.38,1.43,1.90,7.50,0.14
4242,3,white_wine,7.65,1.02,7.52,3.38,14.03,23.70,4.09,4.65,29.70,40.37,1.43,2.11,4.67,7.80,0.14
4243,3,red_wine,8.25,1.02,15.46,3.63,2.02,24.10,6.73,0.00,2.20,12.71,1.16,2.67,3.65,0.10,0.25
4244,4,white_wine,8.90,1.01,1.63,3.34,5.39,24.90,2.90,3.30,35.20,45.76,1.20,2.73,3.36,8.70,0.13
4245,4,red_wine,8.10,1.02,2.76,3.83,2.11,24.10,1.85,4.50,16.50,29.47,1.70,3.47,8.76,0.70,0.28
4246,3,red_wine,8.55,1.02,4.96,3.57,2.40,23.50,7.39,3.45,11.00,15.97,1.21,4.40,7.01,5.65,0.10
4247,3,white_wine,7.45,1.02,24.29,3.37,10.38,24.30,3.83,10.05,52.80,67.93,1.33,2.23,3.21,7.45,0.18
4248,4,white_wine,8.20,1.02,4.54,3.45,12.65,23.70,0.92,6.15,86.35,92.35,1.28,2.17,8.18,8.85,0.24
4249,4,white_wine,9.47,1.01,3.36,3.47,4.10,21.70,2.64,4.50,38.50,55.17,2.07,1.05,5.26,4.95,0.07
4250,5,white_wine,8.85,1.01,2.94,3.59,1.54,22.90,0.79,4.65,57.20,65.52,1.44,1.55,1.90,6.60,0.21
4251,3,white_wine,7.85,1.02,6.70,3.07,14.74,22.30,1.19,6.30,29.70,44.95,1.75,1.49,3.65,5.90,0.21
4252,4,white_wine,8.20,1.02,4.20,3.31,3.44,23.70,2.11,4.95,73.70,87.61,1.64,2.48,6.86,7.75,0.10
4253,5,white_wine,8.90,1.01,3.69,3.52,1.44,22.10,1.58,4.95,48.40,61.83,2.11,1.86,3.36,6.00,0.13
4254,4,red_wine,8.35,1.02,5.41,3.80,2.58,25.10,5.81,6.30,7.70,32.48,2.33,4.84,5.69,1.60,0.39
4255,4,red_wine,8.85,1.02,7.93,3.67,4.39,26.70,8.98,4.35,12.10,15.56,1.08,4.09,6.72,0.50,0.32
4256,4,white_wine,8.60,1.01,1.89,3.28,1.54,26.10,0.79,4.95,77.00,81.29,1.24,2.23,3.65,7.80,0.21
4257,4,white_wine,8.85,1.01,8.27,3.35,1.44,22.10,1.58,3.90,40.70,56.71,1.31,1.49,2.34,3.05,0.09
4258,4,white_wine,9.80,1.01,6.77,3.49,3.06,23.30,4.49,4.95,15.40,21.80,2.37,1.55,4.23,3.95,0.18
4259,4,white_wine,8.20,1.02,23.11,3.49,6.77,22.90,1.19,4.05,95.70,106.24,1.18,1.67,1.90,10.85,0.01
4260,3,white_wine,8.15,1.01,2.85,3.30,2.02,22.90,2.38,6.00,4.40,20.14,0.53,10.54,4.67,2.70,0.10
4261,4,white_wine,9.18,1.01,10.73,3.32,2.49,22.10,2.38,3.90,9.90,15.01,1.02,1.61,3.80,3.30,0.02
4262,3,white_wine,7.60,1.02,2.17,3.25,10.56,23.70,2.24,4.05,50.60,68.16,0.95,4.15,2.34,7.40,0.20
4263,3,white_wine,8.80,1.01,4.97,3.29,1.35,25.70,2.24,5.55,9.90,22.62,0.53,2.11,2.34,3.70,0.02
4264,4,white_wine,9.20,1.01,6.20,3.10,1.25,24.70,1.98,3.60,30.80,49.11,1.62,1.36,2.34,4.00,0.06
4265,4,white_wine,7.70,1.02,3.17,3.23,1.44,24.10,1.58,6.00,31.90,47.10,1.10,3.04,2.34,4.35,0.05
4266,3,white_wine,8.10,1.02,1.45,3.42,7.05,25.70,5.41,7.35,30.80,42.23,1.70,2.11,1.61,7.15,0.14
4267,2,white_wine,8.35,1.02,1.15,3.64,2.40,25.30,3.30,5.40,27.50,40.77,1.32,1.55,3.80,8.30,0.01
4268,5,white_wine,9.25,1.01,13.49,3.31,3.53,23.30,3.43,3.60,30.80,34.79,0.79,1.55,2.63,4.65,0.05
4269,3,white_wine,7.45,1.02,3.70,3.51,17.64,23.70,1.72,4.05,44.00,56.31,1.39,2.05,2.04,7.00,0.01
4270,4,white_wine,9.50,1.01,5.57,3.24,1.82,25.30,1.45,6.30,5.50,21.01,0.80,2.17,7.59,5.40,0.12
4271,4,white_wine,7.60,1.02,3.13,3.10,13.41,24.30,1.98,5.85,27.50,38.09,1.34,3.04,3.50,8.30,0.06
4272,5,white_wine,9.15,1.01,0.43,3.20,1.92,25.70,2.64,5.10,34.10,38.33,1.85,1.18,2.34,5.60,0.05
4273,4,red_wine,8.45,1.02,4.36,3.52,2.87,29.70,5.54,7.35,4.40,11.18,1.25,14.94,8.32,0.70,0.06
4274,3,white_wine,7.60,1.02,16.29,3.44,9.61,23.50,4.49,6.90,72.60,78.60,1.39,2.79,4.09,11.40,0.22
4275,3,white_wine,7.85,1.02,5.20,3.51,4.29,23.50,2.38,3.90,38.50,43.87,1.08,3.97,6.57,9.80,0.06
4276,4,white_wine,7.65,1.02,3.66,3.22,3.72,22.90,2.90,6.75,82.50,93.49,1.41,11.66,2.48,8.70,0.16
4277,4,red_wine,7.80,1.02,4.61,3.43,3.44,26.10,6.60,4.20,22.00,42.15,0.87,3.53,4.67,5.40,0.08
4278,4,white_wine,8.57,1.02,5.29,3.19,9.57,22.90,2.77,3.15,38.50,50.74,1.42,1.98,1.75,5.65,0.19
4279,3,red_wine,8.10,1.02,6.85,3.47,2.77,23.90,4.22,3.60,31.90,43.70,1.32,4.59,5.26,1.95,0.27
4280,3,white_wine,8.20,1.02,3.92,3.35,14.46,24.70,3.70,5.10,49.50,61.64,0.96,2.98,5.11,8.35,0.21
4281,6,white_wine,8.95,1.01,3.08,3.24,1.35,26.50,3.83,5.40,17.60,34.32,1.68,1.55,1.46,4.35,0.05
4282,3,red_wine,8.35,1.02,11.45,3.67,2.30,22.50,6.86,1.20,34.10,40.47,1.57,5.02,5.26,1.90,0.31
4283,4,red_wine,8.55,1.02,1.80,3.39,8.95,28.30,2.64,6.90,2.20,15.15,1.83,6.51,5.55,0.15,0.07
4284,5,white_wine,9.20,1.01,3.15,3.66,2.96,21.70,3.17,4.65,26.40,33.52,1.56,2.48,7.45,7.35,0.05
4285,6,white_wine,9.80,1.01,3.60,3.60,2.40,20.90,5.02,2.25,30.80,51.26,1.29,1.05,8.03,6.20,0.15
4286,3,white_wine,7.70,1.02,6.03,3.33,4.49,25.30,2.90,3.75,23.10,26.96,1.03,2.79,3.94,5.25,0.07
4287,3,white_wine,8.10,1.02,7.74,3.16,2.49,27.30,2.38,6.15,30.80,41.21,1.48,2.48,3.21,5.25,0.22
4288,5,white_wine,7.60,1.02,5.27,3.18,13.89,24.50,1.98,5.85,52.80,67.18,1.49,3.04,3.80,9.30,0.19
4289,4,white_wine,9.10,1.01,3.17,3.13,2.11,23.90,1.06,5.55,38.50,45.81,1.59,1.55,5.40,4.45,0.21
4290,3,white_wine,7.80,1.02,0.14,3.16,10.28,24.50,3.43,4.20,46.20,52.81,1.11,6.14,5.11,9.05,0.17
4291,5,white_wine,8.60,1.01,3.14,3.39,4.77,22.90,1.98,5.25,46.20,65.70,1.66,1.86,2.63,7.05,0.25
4292,5,white_wine,9.10,1.01,13.08,3.39,7.43,23.70,4.09,5.10,40.70,55.52,1.31,0.68,3.21,6.35,0.04
4293,4,white_wine,9.25,1.01,3.92,3.39,1.63,23.10,0.92,4.80,19.80,29.00,1.14,1.67,2.77,3.50,0.13
4294,4,white_wine,7.60,1.02,8.58,3.08,12.28,23.50,1.06,4.80,18.70,42.63,0.62,1.61,2.04,7.50,0.04
4295,4,white_wine,8.00,1.01,0.73,3.42,1.92,22.90,0.66,7.05,42.90,55.52,0.61,5.15,2.04,7.60,0.13
4296,3,white_wine,8.25,1.02,9.69,3.37,14.17,21.90,3.17,2.85,39.60,53.75,1.30,2.05,3.07,5.45,0.23
4297,5,red_wine,9.00,1.02,11.01,3.35,2.58,27.10,3.17,6.30,12.10,24.18,1.49,4.09,7.15,0.65,0.33
4298,3,red_wine,7.70,1.02,14.54,3.47,4.01,25.70,10.43,3.90,33.00,38.51,0.98,6.08,3.50,3.05,0.08
4299,3,white_wine,9.10,1.01,2.27,3.32,4.49,25.50,3.04,5.40,15.40,23.03,1.34,1.05,3.80,4.05,0.23
4300,5,red_wine,8.85,1.02,6.07,3.35,2.02,29.70,2.90,5.85,2.20,5.66,1.67,3.29,5.11,0.15,0.02
4301,4,white_wine,8.70,1.01,5.37,3.59,1.92,23.30,1.06,4.50,15.40,22.58,1.91,1.55,3.21,3.60,0.10
4302,3,white_wine,8.62,1.02,5.31,3.34,8.76,26.70,0.79,5.40,13.20,23.43,1.81,1.05,1.90,2.70,0.13
4303,3,red_wine,8.20,1.02,4.07,3.19,2.87,31.70,10.69,4.50,6.60,20.38,1.70,7.63,14.02,2.70,0.19
4304,4,white_wine,8.40,1.02,7.13,3.38,2.58,25.50,2.77,7.20,38.50,43.10,1.30,2.48,6.13,8.60,0.10
4305,4,white_wine,8.45,1.01,2.53,3.49,1.63,24.70,2.51,4.50,27.50,38.62,1.12,1.92,4.53,3.90,0.14
4306,4,white_wine,8.90,1.01,4.24,3.58,6.38,20.70,3.70,4.05,42.90,56.83,1.50,1.18,2.63,6.30,0.19
4307,4,white_wine,8.50,1.02,11.20,3.35,7.14,26.30,2.77,7.35,23.10,36.06,0.69,2.05,2.77,5.90,0.23
4308,4,white_wine,8.30,1.02,9.17,3.44,6.96,22.70,1.98,4.95,24.20,44.18,1.48,2.67,3.50,5.60,0.04
4309,3,white_wine,7.65,1.02,3.72,3.35,13.99,23.50,2.77,6.75,31.90,47.50,1.49,2.79,5.11,8.75,0.14
4310,5,red_wine,8.05,1.02,1.75,3.18,2.21,34.10,2.64,7.35,9.90,23.00,1.53,4.03,6.42,0.75,0.20
4311,3,red_wine,8.35,1.02,2.24,3.71,2.11,24.90,6.20,2.85,15.40,32.13,2.17,4.53,6.72,1.40,0.04
4312,3,white_wine,8.85,1.01,1.89,3.45,3.39,25.70,2.77,4.35,44.00,59.82,1.62,2.17,1.90,5.55,0.19
4313,3,white_wine,8.25,1.01,5.54,3.48,1.63,23.90,3.30,4.20,39.60,54.08,1.61,2.60,5.55,9.05,0.05
4314,3,red_wine,7.80,1.02,5.72,3.51,2.87,27.30,3.30,6.00,16.50,25.90,1.61,4.59,3.80,3.10,0.24
4315,4,white_wine,9.20,1.01,3.80,3.39,3.25,24.10,2.11,5.10,38.50,49.03,1.71,1.61,3.07,4.80,0.09
4316,4,white_wine,8.90,1.01,1.80,3.59,2.49,22.70,2.38,4.35,37.40,43.05,2.35,2.11,3.07,8.45,0.24
4317,3,red_wine,7.85,1.02,4.04,3.73,2.96,24.50,7.13,0.90,15.40,27.61,1.11,4.22,4.67,3.95,0.26
4318,5,white_wine,9.40,1.01,9.17,3.36,7.14,24.10,3.17,4.05,39.60,47.78,1.64,1.12,5.55,5.80,0.20
4319,3,red_wine,7.85,1.02,0.39,3.55,2.11,24.50,7.59,0.45,6.60,13.02,1.35,4.28,2.48,0.30,0.13
4320,4,white_wine,7.85,1.02,2.48,3.12,1.78,29.30,2.77,6.90,84.15,99.07,1.58,1.86,3.50,10.85,0.19
4321,4,white_wine,8.40,1.02,12.17,3.40,7.43,26.30,3.30,5.40,38.50,46.82,1.09,1.74,4.67,7.50,0.23
4322,4,white_wine,7.80,1.02,1.46,3.49,5.91,22.70,2.51,3.75,56.10,62.89,0.81,1.80,2.34,7.45,0.08
4323,4,red_wine,8.63,1.02,4.12,3.53,2.49,24.70,7.79,0.30,33.00,37.47,1.45,3.91,6.72,4.30,0.42
4324,4,white_wine,7.60,1.02,8.35,3.30,13.99,24.50,1.98,5.70,59.40,62.11,1.60,3.04,3.21,9.40,0.06
4325,3,white_wine,7.60,1.02,4.52,3.09,10.95,22.90,2.77,4.20,71.50,88.24,1.12,3.35,5.11,8.15,0.05
4326,3,red_wine,8.05,1.02,8.73,3.69,7.91,23.30,8.65,0.30,73.70,92.92,1.46,7.01,4.53,5.90,0.15
4327,3,red_wine,7.80,1.02,6.73,3.45,2.58,29.10,10.63,4.05,33.00,48.39,1.08,4.65,4.53,6.95,0.37
4328,4,red_wine,8.20,1.02,19.23,3.64,2.58,23.90,5.41,1.50,12.10,28.34,1.85,4.03,5.26,1.20,0.20
4329,4,white_wine,8.35,1.01,5.26,3.34,1.25,26.70,1.58,5.25,12.10,18.81,1.38,2.54,2.34,3.40,0.04
4330,5,white_wine,8.35,1.01,1.23,3.24,1.54,24.90,1.06,4.95,50.60,62.57,1.25,2.05,6.72,5.75,0.01
4331,3,white_wine,7.70,1.02,6.26,3.16,12.75,25.30,5.15,7.35,45.10,62.54,1.18,14.26,4.23,10.70,0.08
4332,4,red_wine,8.35,1.02,6.16,3.52,3.53,27.70,5.28,6.15,27.50,36.78,1.34,5.15,4.53,2.30,0.29
4333,4,white_wine,9.00,1.02,0.00,3.63,11.61,20.10,3.30,3.45,24.20,32.23,0.77,1.30,6.13,7.60,0.02
4334,5,white_wine,9.30,1.01,6.01,3.37,5.34,23.50,5.02,4.05,37.40,52.50,1.14,1.86,3.21,4.50,0.00
4335,3,white_wine,7.85,1.02,2.74,3.54,12.37,22.10,2.77,3.00,48.40,60.13,2.20,2.23,2.92,9.05,0.11
4336,3,white_wine,9.55,1.01,4.99,3.13,2.40,28.10,3.96,7.95,19.80,25.14,1.77,5.77,5.11,3.50,0.12
